,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
627,frozenset({'ChildBks'}),"frozenset({'CookBks', 'YouthBks', 'DoItYBks', 'GeogBks'})",0.423,0.06,0.051,0.12056737588652482,2.0094562647754137,0.025619999999999997,1.0688709677419355
628,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks', 'GeogBks'})",0.282,0.083,0.051,0.18085106382978725,2.1789284798769546,0.027593999999999997,1.1194545454545455
629,frozenset({'CookBks'}),"frozenset({'ChildBks', 'YouthBks', 'DoItYBks', 'GeogBks'})",0.431,0.0565,0.051,0.11832946635730858,2.0943268381824525,0.026648499999999995,1.0701276315789474
630,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks', 'DoItYBks'})",0.276,0.082,0.051,0.18478260869565213,2.2534464475079528,0.028367999999999994,1.12608
631,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'GeogBks'})",0.2475,0.089,0.051,0.20606060606060606,2.3152877085461356,0.028972499999999998,1.1474427480916032
632,"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'GeogBks'})",frozenset({'ArtBks'}),0.089,0.241,0.0535,0.601123595505618,2.49428877803161,0.032050999999999996,1.9028450704225353
633,"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'ArtBks'})",frozenset({'GeogBks'}),0.082,0.276,0.0535,0.6524390243902438,2.3639095086603037,0.030867999999999996,2.083087719298245
634,"frozenset({'ChildBks', 'DoItYBks', 'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.0595,0.431,0.0535,0.8991596638655462,2.0862173175534715,0.027855500000000002,5.642583333333334
635,"frozenset({'ChildBks', 'CookBks', 'ArtBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.0835,0.282,0.0535,0.6407185628742514,2.272051641398055,0.029953,1.9984333333333328
636,"frozenset({'CookBks', 'DoItYBks', 'ArtBks', 'GeogBks'})",frozenset({'ChildBks'}),0.065,0.423,0.0535,0.823076923076923,1.9458083287870522,0.026005,3.261304347826086
637,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})","frozenset({'ArtBks', 'GeogBks'})",0.146,0.1275,0.0535,0.3664383561643836,2.8740263228579104,0.034885,1.3771351351351353
638,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})","frozenset({'CookBks', 'ArtBks'})",0.1045,0.167,0.0535,0.5119617224880383,3.0656390568146,0.0360485,1.7068333333333332
639,"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})","frozenset({'CookBks', 'GeogBks'})",0.095,0.1925,0.0535,0.5631578947368421,2.925495557074504,0.035212499999999994,1.8484939759036143
640,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.1495,0.1235,0.0535,0.35785953177257523,2.897648030547168,0.03503675,1.3649661458333333
641,"frozenset({'ChildBks', 'CookBks', 'ArtBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.1265,0.1325,0.0535,0.42292490118577075,3.1918860466850623,0.03673875,1.5032705479452053
642,"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks'})",0.102,0.1875,0.0535,0.5245098039215687,2.797385620915033,0.034375,1.7087628865979383
643,"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1085,0.1625,0.0535,0.4930875576036866,3.0343849698688405,0.03586875,1.6521590909090909
644,"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1015,0.195,0.0535,0.5270935960591132,2.7030440823544266,0.0337075,1.7022395833333328
645,"frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.073,0.256,0.0535,0.7328767123287672,2.8627996575342465,0.034811999999999996,2.7852307692307696
646,"frozenset({'CookBks', 'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1035,0.184,0.0535,0.5169082125603864,2.809283763915144,0.034456,1.68912
647,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'CookBks', 'ArtBks', 'GeogBks'})",0.184,0.1035,0.0535,0.2907608695652174,2.8092837639151442,0.034456,1.2640306513409962
648,"frozenset({'ChildBks', 'CookBks'})","frozenset({'DoItYBks', 'ArtBks', 'GeogBks'})",0.256,0.073,0.0535,0.208984375,2.862799657534247,0.034811999999999996,1.1719111111111111
649,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",0.195,0.1015,0.0535,0.27435897435897433,2.7030440823544266,0.0337075,1.23821554770318
650,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",0.1625,0.1085,0.0535,0.3292307692307692,3.0343849698688405,0.03586875,1.3290711009174312
651,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",0.1875,0.102,0.0535,0.2853333333333333,2.797385620915033,0.034375,1.2565298507462688
652,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks', 'ArtBks'})",0.1325,0.1265,0.0535,0.40377358490566034,3.191886046685062,0.03673875,1.4650474683544301
653,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.1235,0.1495,0.0535,0.4331983805668016,2.897648030547168,0.03503675,1.500525
654,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",0.1925,0.095,0.0535,0.2779220779220779,2.925495557074504,0.035212499999999994,1.2533273381294965
655,"frozenset({'CookBks', 'ArtBks'})","frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.167,0.1045,0.0535,0.3203592814371257,3.0656390568146,0.0360485,1.3176079295154184
656,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.1275,0.146,0.0535,0.4196078431372549,2.8740263228579104,0.034885,1.471418918918919
657,frozenset({'ChildBks'}),"frozenset({'CookBks', 'DoItYBks', 'ArtBks', 'GeogBks'})",0.423,0.065,0.0535,0.12647754137115838,1.945808328787052,0.026005,1.0703788903924223
658,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'ArtBks', 'GeogBks'})",0.282,0.0835,0.0535,0.1897163120567376,2.272051641398055,0.029953,1.13108533916849
659,frozenset({'CookBks'}),"frozenset({'ChildBks', 'DoItYBks', 'ArtBks', 'GeogBks'})",0.431,0.0595,0.0535,0.12412993039443156,2.0862173175534715,0.027855500000000002,1.0737894039735099
660,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'ArtBks'})",0.276,0.082,0.0535,0.1938405797101449,2.3639095086603037,0.030867999999999996,1.138732584269663
661,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks', 'GeogBks'})",0.241,0.089,0.0535,0.2219917012448133,2.4942887780316103,0.032050999999999996,1.1709386666666668
